,Serving,Win,Service,dir_srv,Surface,isAce,count
11793,Serving,Loss,2nd,Body,Hard,False,1
11794,Serving,Loss,1st,Down the T,Hard,False,1
11795,Serving,Loss,1st,Down the T,Hard,False,1
11796,Serving,Win,1st,Down the T,Hard,False,1
11797,Serving,Win,1st,Down the T,Hard,False,1
11798,Serving,Loss,1st,Down the T,Hard,False,1
11799,Receiving,Loss,1st,Down the T,Hard,False,1
11800,Receiving,Win,2nd,Body,Hard,False,1
11801,Receiving,Loss,1st,Wide,Hard,False,1
11802,Receiving,Loss,1st,Down the T,Hard,False,1
11803,Receiving,Loss,1st,Down the T,Hard,True,1
11804,Serving,Win,1st,Wide,Hard,False,1
11805,Serving,Win,1st,Down the T,Hard,True,1
11806,Serving,Win,1st,Wide,Hard,False,1
11807,Serving,Win,1st,Body,Hard,False,1
11808,Receiving,Loss,1st,Wide,Hard,False,1
11809,Receiving,Win,1st,Body,Hard,False,1
11810,Receiving,Loss,1st,Wide,Hard,False,1
11811,Receiving,Loss,2nd,Body,Hard,False,1
11812,Receiving,Loss,1st,Down the T,Hard,False,1
11813,Serving,Win,1st,Body,Hard,False,1
11814,Serving,Win,1st,Body,Hard,False,1
11815,Serving,Win,1st,Down the T,Hard,False,1
11816,Serving,Win,1st,Down the T,Hard,False,1
11817,Receiving,Loss,1st,Wide,Hard,True,1
11818,Receiving,Loss,1st,Down the T,Hard,False,1
11819,Receiving,Loss,1st,Down the T,Hard,True,1
11820,Receiving,Win,1st,Down the T,Hard,False,1
11821,Receiving,Win,1st,Wide,Hard,False,1
11822,Receiving,Loss,1st,Down the T,Hard,False,1
11823,Serving,Win,1st,Down the T,Hard,False,1
11824,Serving,Win,2nd,Down the T,Hard,False,1
11825,Serving,Loss,2nd,Wide,Hard,False,1
11826,Serving,Win,2nd,Down the T,Hard,False,1
11827,Serving,Win,2nd,Wide,Hard,False,1
11828,Receiving,Loss,1st,Wide,Hard,False,1
11829,Receiving,Win,1st,Down the T,Hard,False,1
11831,Receiving,Win,2nd,Wide,Hard,False,1
11832,Receiving,Loss,1st,Down the T,Hard,False,1
11833,Receiving,Loss,1st,Wide,Hard,False,1
11834,Serving,Loss,1st,Down the T,Hard,False,1
11835,Serving,Win,2nd,Body,Hard,False,1
11836,Serving,Win,1st,Down the T,Hard,False,1
11837,Serving,Win,1st,Wide,Hard,False,1
11838,Serving,Win,1st,Down the T,Hard,True,1
11839,Receiving,Loss,2nd,Wide,Hard,False,1
11840,Receiving,Loss,1st,Down the T,Hard,False,1
11841,Receiving,Win,1st,Wide,Hard,False,1
11842,Receiving,Loss,2nd,Wide,Hard,False,1
11843,Receiving,Loss,1st,Wide,Hard,False,1
11844,Serving,Win,1st,Down the T,Hard,False,1
11845,Serving,Loss,1st,Wide,Hard,False,1
11846,Serving,Win,1st,Wide,Hard,False,1
11847,Serving,Win,1st,Down the T,Hard,False,1
11848,Serving,Loss,2nd,Body,Hard,False,1
11849,Serving,Win,2nd,Down the T,Hard,False,1
11850,Receiving,Loss,1st,Down the T,Hard,False,1
11851,Receiving,Win,2nd,Wide,Hard,False,1
11852,Receiving,Win,2nd,Body,Hard,False,1
11853,Receiving,Loss,2nd,Body,Hard,False,1
11854,Receiving,Loss,1st,Wide,Hard,False,1
11855,Receiving,Win,2nd,Body,Hard,False,1
11856,Receiving,Loss,1st,Down the T,Hard,False,1
11857,Receiving,Win,1st,Wide,Hard,False,1
11858,Receiving,Win,2nd,Body,Hard,False,1
11859,Receiving,Win,1st,Down the T,Hard,False,1
11860,Serving,Win,1st,Down the T,Hard,False,1
11861,Serving,Win,1st,Down the T,Hard,False,1
11862,Serving,Win,1st,Down the T,Hard,False,1
11863,Serving,Win,1st,Down the T,Hard,False,1
11864,Receiving,Loss,1st,Wide,Hard,False,1
11865,Receiving,Win,2nd,Wide,Hard,False,1
11866,Receiving,Win,2nd,Body,Hard,False,1
11867,Receiving,Loss,1st,Down the T,Hard,True,1
11868,Receiving,Loss,2nd,Wide,Hard,False,1
11869,Receiving,Loss,1st,Wide,Hard,False,1
11870,Serving,Loss,1st,Wide,Hard,False,1
11872,Serving,Win,1st,Wide,Hard,False,1
11873,Serving,Win,1st,Down the T,Hard,False,1
11874,Serving,Win,1st,Down the T,Hard,False,1
11875,Receiving,Win,2nd,Body,Hard,False,1
11876,Receiving,Loss,1st,Down the T,Hard,False,1
11877,Receiving,Loss,1st,Down the T,Hard,True,1
11878,Receiving,Loss,1st,Wide,Hard,False,1
11879,Receiving,Win,2nd,Wide,Hard,False,1
11880,Receiving,Loss,1st,Wide,Hard,False,1
11881,Serving,Win,1st,Down the T,Hard,False,1
11882,Serving,Win,2nd,Down the T,Hard,False,1
11883,Serving,Win,1st,Down the T,Hard,False,1
11884,Serving,Loss,1st,Down the T,Hard,False,1
11885,Serving,Win,1st,Wide,Hard,True,1
11886,Receiving,Loss,1st,Down the T,Hard,False,1
11887,Receiving,Loss,1st,Down the T,Hard,False,1
11888,Receiving,Win,1st,Wide,Hard,False,1
11890,Receiving,Win,1st,Wide,Hard,False,1
11891,Receiving,Loss,2nd,Down the T,Hard,False,1
11894,Serving,Win,1st,Wide,Hard,False,1
11895,Serving,Win,2nd,Wide,Hard,False,1
11896,Serving,Win,1st,Down the T,Hard,False,1
11897,Receiving,Loss,2nd,Body,Hard,False,1
11898,Receiving,Win,1st,Wide,Hard,False,1
11899,Receiving,Win,1st,Wide,Hard,False,1
11900,Receiving,Loss,1st,Down the T,Hard,False,1
11901,Receiving,Win,1st,Body,Hard,False,1
11902,Receiving,Loss,1st,Wide,Hard,True,1
11903,Receiving,Loss,1st,Wide,Hard,True,1
11904,Receiving,Loss,1st,Down the T,Hard,False,1
11905,Serving,Win,1st,Down the T,Hard,False,1
11906,Serving,Win,2nd,Down the T,Hard,False,1
11907,Serving,Win,1st,Wide,Hard,False,1
11908,Serving,Win,2nd,Body,Hard,False,1
11909,Receiving,Win,2nd,Wide,Hard,False,1
11910,Receiving,Win,2nd,Wide,Hard,False,1
11911,Receiving,Loss,1st,Down the T,Hard,False,1
11912,Receiving,Loss,1st,Down the T,Hard,True,1
11913,Receiving,Loss,2nd,Down the T,Hard,True,1
11914,Receiving,Loss,2nd,Wide,Hard,False,1
11915,Serving,Loss,1st,Down the T,Hard,False,1
11916,Serving,Loss,1st,Body,Hard,False,1
11917,Serving,Win,1st,Body,Hard,False,1
11918,Serving,Win,1st,Wide,Hard,False,1
11919,Serving,Loss,1st,Wide,Hard,False,1
11920,Serving,Loss,2nd,Body,Hard,False,1
11921,Receiving,Loss,1st,Down the T,Hard,False,1
11922,Receiving,Loss,1st,Down the T,Hard,True,1
11923,Receiving,Loss,1st,Wide,Hard,True,1
11924,Receiving,Loss,1st,Down the T,Hard,False,1
11925,Serving,Win,1st,Wide,Hard,False,1
11926,Serving,Win,1st,Down the T,Hard,False,1
11927,Serving,Win,1st,Down the T,Hard,True,1
11928,Serving,Win,1st,Down the T,Hard,False,1
11929,Receiving,Loss,1st,Down the T,Hard,True,1
11930,Receiving,Loss,2nd,Wide,Hard,True,1
11931,Receiving,Loss,1st,Down the T,Hard,False,1
11932,Receiving,Loss,1st,Down the T,Hard,False,1
11933,Serving,Loss,1st,Wide,Hard,False,1
11934,Serving,Win,1st,Wide,Hard,False,1
11935,Serving,Loss,2nd,Wide,Hard,False,1
11936,Serving,Loss,1st,Wide,Hard,False,1
11937,Serving,Loss,1st,Down the T,Hard,False,1
11938,Receiving,Loss,2nd,Wide,Hard,True,1
11939,Receiving,Win,1st,Down the T,Hard,False,1
11940,Receiving,Loss,1st,Down the T,Hard,True,1
11941,Receiving,Loss,1st,Down the T,Hard,False,1
11942,Receiving,Win,2nd,Wide,Hard,False,1
11943,Receiving,Loss,1st,Down the T,Hard,False,1
11944,Serving,Win,1st,Down the T,Hard,False,1
11945,Serving,Win,1st,Wide,Hard,False,1
11946,Serving,Win,2nd,Body,Hard,False,1
11947,Serving,Loss,2nd,Down the T,Hard,False,1
11948,Serving,Win,1st,Wide,Hard,True,1
11949,Receiving,Loss,1st,Down the T,Hard,True,1
11950,Receiving,Win,2nd,Wide,Hard,False,1
11951,Receiving,Loss,2nd,Down the T,Hard,True,1
11952,Receiving,Loss,1st,Wide,Hard,False,1
11953,Receiving,Win,1st,Wide,Hard,False,1
11954,Receiving,Win,2nd,Down the T,Hard,False,1
11955,Receiving,Loss,1st,Down the T,Hard,False,1
11956,Receiving,Loss,1st,Body,Hard,False,1
11957,Serving,Loss,1st,Down the T,Hard,False,1
11958,Serving,Win,1st,Wide,Hard,False,1
11959,Serving,Win,1st,Wide,Hard,False,1
11960,Serving,Win,1st,Down the T,Hard,True,1
11961,Serving,Win,2nd,Body,Hard,False,1
11962,Receiving,Win,1st,Wide,Hard,False,1
11963,Receiving,Loss,1st,Down the T,Hard,False,1
11965,Receiving,Loss,1st,Wide,Hard,False,1
11966,Receiving,Win,2nd,Down the T,Hard,False,1
11967,Receiving,Loss,1st,Wide,Hard,False,1
11968,Serving,Loss,2nd,Wide,Hard,False,1
11969,Serving,Win,1st,Wide,Hard,False,1
11970,Serving,Loss,2nd,Body,Hard,False,1
11971,Serving,Loss,1st,Body,Hard,False,1
11972,Serving,Loss,1st,Wide,Hard,False,1
11973,Receiving,Loss,1st,Wide,Grass,True,1
11974,Receiving,Loss,2nd,Body,Grass,False,1
11975,Receiving,Win,1st,Wide,Grass,False,1
11976,Receiving,Loss,1st,Down the T,Grass,True,1
11977,Receiving,Loss,2nd,Down the T,Grass,False,1
11978,Serving,Win,1st,Down the T,Grass,False,1
11979,Serving,Win,2nd,Down the T,Grass,False,1
11980,Serving,Win,1st,Wide,Grass,False,1
11981,Serving,Win,2nd,Down the T,Grass,False,1
11982,Receiving,Win,2nd,Body,Grass,False,1
11983,Receiving,Loss,2nd,Body,Grass,False,1
11984,Receiving,Loss,1st,Down the T,Grass,False,1
11985,Receiving,Loss,1st,Wide,Grass,False,1
11986,Receiving,Win,1st,Wide,Grass,False,1
11987,Receiving,Loss,1st,Down the T,Grass,False,1
11988,Serving,Loss,2nd,Wide,Grass,False,1
11989,Serving,Win,2nd,Down the T,Grass,False,1
11990,Serving,Win,2nd,Body,Grass,False,1
11992,Serving,Loss,2nd,Body,Grass,False,1
11993,Serving,Loss,2nd,Body,Grass,False,1
11994,Serving,Win,1st,Down the T,Grass,False,1
11995,Serving,Loss,1st,Wide,Grass,False,1
11996,Serving,Win,1st,Body,Grass,False,1
11997,Serving,Loss,1st,Wide,Grass,False,1
11998,Serving,Loss,2nd,Body,Grass,False,1
11999,Serving,Win,2nd,Body,Grass,False,1
12000,Serving,Win,1st,Down the T,Grass,False,1
12001,Serving,Win,1st,Down the T,Grass,False,1
12002,Receiving,Win,1st,Wide,Grass,False,1
12003,Receiving,Win,1st,Down the T,Grass,False,1
12004,Receiving,Loss,1st,Wide,Grass,False,1
12005,Receiving,Loss,1st,Wide,Grass,False,1
12006,Receiving,Loss,1st,Wide,Grass,False,1
12007,Receiving,Loss,1st,Down the T,Grass,False,1
12008,Serving,Win,1st,Wide,Grass,False,1
12009,Serving,Win,2nd,Down the T,Grass,False,1
12010,Serving,Loss,2nd,Down the T,Grass,False,1
12011,Serving,Win,1st,Down the T,Grass,True,1
12012,Serving,Win,2nd,Wide,Grass,False,1
12013,Receiving,Loss,1st,Down the T,Grass,False,1
12014,Receiving,Loss,1st,Down the T,Grass,False,1
12015,Receiving,Loss,1st,Wide,Grass,False,1
12016,Receiving,Loss,2nd,Wide,Grass,False,1
12017,Serving,Win,2nd,Wide,Grass,False,1
12018,Serving,Win,2nd,Body,Grass,False,1
12019,Serving,Loss,2nd,Body,Grass,False,1
12021,Serving,Win,1st,Body,Grass,False,1
12022,Receiving,Loss,2nd,Down the T,Grass,False,1
12023,Receiving,Loss,2nd,Wide,Grass,False,1
12024,Receiving,Loss,1st,Wide,Grass,False,1
12025,Receiving,Win,2nd,Wide,Grass,False,1
12026,Receiving,Win,2nd,Wide,Grass,False,1
12027,Receiving,Loss,1st,Down the T,Grass,True,1
12028,Serving,Loss,2nd,Body,Grass,False,1
12029,Serving,Loss,2nd,Wide,Grass,False,1
12030,Serving,Win,1st,Wide,Grass,True,1
12031,Serving,Win,1st,Wide,Grass,False,1
12032,Serving,Win,1st,Down the T,Grass,False,1
12033,Serving,Loss,2nd,Body,Grass,False,1
12034,Serving,Win,1st,Wide,Grass,False,1
12035,Serving,Win,1st,Body,Grass,False,1
12036,Receiving,Loss,1st,Wide,Grass,True,1
12037,Receiving,Win,2nd,Down the T,Grass,False,1
12038,Receiving,Win,2nd,Body,Grass,False,1
12039,Receiving,Loss,2nd,Down the T,Grass,False,1
12040,Receiving,Loss,1st,Wide,Grass,False,1
12041,Receiving,Win,2nd,Down the T,Grass,False,1
12042,Receiving,Loss,1st,Wide,Grass,False,1
12043,Receiving,Loss,1st,Wide,Grass,False,1
12044,Serving,Win,1st,Down the T,Grass,True,1
12045,Serving,Win,1st,Wide,Grass,False,1
12046,Serving,Win,1st,Down the T,Grass,False,1
12047,Serving,Win,1st,Wide,Grass,True,1
12048,Receiving,Loss,1st,Down the T,Grass,False,1
12049,Serving,Win,2nd,Down the T,Grass,False,1
12050,Serving,Win,2nd,Body,Grass,False,1
12051,Receiving,Win,1st,Wide,Grass,False,1
12052,Receiving,Loss,1st,Wide,Grass,True,1
12053,Serving,Loss,2nd,Body,Grass,False,1
12055,Receiving,Loss,1st,Wide,Grass,False,1
12056,Receiving,Win,1st,Wide,Grass,False,1
12057,Serving,Win,1st,Down the T,Grass,False,1
12058,Serving,Win,1st,Body,Grass,False,1
12059,Receiving,Win,1st,Down the T,Grass,False,1
12060,Serving,Win,1st,Down the T,Grass,False,1
12061,Serving,Loss,2nd,Body,Grass,False,1
12062,Serving,Loss,1st,Down the T,Grass,False,1
12063,Serving,Loss,2nd,Body,Grass,False,1
12064,Serving,Loss,1st,Down the T,Grass,False,1
12065,Receiving,Loss,1st,Down the T,Grass,False,1
12066,Receiving,Win,2nd,Down the T,Grass,False,1
12067,Receiving,Loss,1st,Wide,Grass,True,1
12068,Receiving,Win,2nd,Wide,Grass,False,1
12069,Receiving,Loss,1st,Wide,Grass,False,1
12070,Receiving,Loss,1st,Wide,Grass,False,1
12071,Serving,Loss,1st,Down the T,Grass,False,1
12072,Serving,Loss,2nd,Down the T,Grass,False,1
12073,Serving,Loss,1st,Down the T,Grass,False,1
12074,Serving,Win,2nd,Down the T,Grass,False,1
12075,Serving,Loss,2nd,Wide,Grass,False,1
12076,Receiving,Loss,2nd,Down the T,Grass,False,1
12077,Receiving,Loss,2nd,Wide,Grass,False,1
12078,Receiving,Loss,1st,Down the T,Grass,True,1
12079,Receiving,Win,2nd,Body,Grass,False,1
12080,Receiving,Win,2nd,Body,Grass,False,1
12081,Receiving,Loss,2nd,Down the T,Grass,False,1
12082,Serving,Loss,1st,Down the T,Grass,False,1
12083,Serving,Win,2nd,Wide,Grass,False,1
12084,Serving,Win,1st,Down the T,Grass,False,1
12085,Serving,Win,2nd,Down the T,Grass,False,1
12086,Serving,Loss,1st,Down the T,Grass,False,1
12087,Serving,Win,1st,Down the T,Grass,False,1
12088,Receiving,Loss,1st,Down the T,Grass,False,1
12089,Receiving,Win,2nd,Wide,Grass,False,1
12090,Receiving,Win,2nd,Wide,Grass,False,1
12091,Receiving,Loss,1st,Wide,Grass,False,1
12092,Receiving,Loss,1st,Down the T,Grass,False,1
12093,Receiving,Loss,1st,Wide,Grass,True,1
12095,Serving,Loss,1st,Wide,Grass,False,1
12097,Serving,Loss,2nd,Body,Grass,False,1
12098,Receiving,Loss,2nd,Wide,Grass,False,1
12099,Receiving,Win,1st,Down the T,Grass,False,1
12100,Receiving,Loss,2nd,Wide,Grass,False,1
12101,Receiving,Loss,1st,Down the T,Grass,False,1
12102,Receiving,Loss,1st,Down the T,Grass,True,1
12103,Serving,Win,1st,Down the T,Grass,False,1
12104,Serving,Loss,2nd,Down the T,Grass,False,1
12105,Serving,Win,1st,Down the T,Grass,False,1
12106,Serving,Win,2nd,Down the T,Grass,True,1
12107,Serving,Loss,1st,Wide,Grass,False,1
12108,Serving,Win,1st,Wide,Grass,False,1
12109,Receiving,Loss,2nd,Down the T,Grass,False,1
12110,Receiving,Loss,2nd,Wide,Grass,False,1
12111,Receiving,Loss,1st,Wide,Grass,False,1
12112,Receiving,Loss,1st,Body,Grass,False,1
12113,Serving,Win,2nd,Wide,Grass,False,1
12114,Serving,Win,2nd,Body,Grass,False,1
12115,Serving,Loss,2nd,Body,Grass,False,1
12116,Serving,Win,2nd,Down the T,Grass,False,1
12117,Serving,Win,1st,Wide,Grass,False,1
12118,Receiving,Loss,1st,Wide,Grass,False,1
12121,Receiving,Loss,1st,Wide,Grass,False,1
12122,Receiving,Loss,1st,Down the T,Grass,False,1
12123,Serving,Loss,2nd,Wide,Grass,False,1
12124,Serving,Win,1st,Down the T,Grass,False,1
12125,Serving,Win,1st,Body,Grass,False,1
12126,Serving,Win,1st,Wide,Grass,False,1
12127,Serving,Win,1st,Wide,Grass,False,1
12128,Receiving,Loss,1st,Wide,Grass,False,1
12129,Receiving,Loss,2nd,Wide,Grass,False,1
12131,Receiving,Loss,1st,Down the T,Grass,True,1
12132,Serving,Win,1st,Down the T,Grass,False,1
12133,Serving,Win,1st,Down the T,Grass,False,1
12134,Serving,Win,1st,Down the T,Grass,False,1
12135,Serving,Loss,2nd,Body,Grass,False,1
12136,Serving,Win,2nd,Body,Grass,False,1
12137,Receiving,Win,2nd,Body,Grass,False,1
12138,Receiving,Loss,1st,Down the T,Grass,True,1
12139,Receiving,Win,2nd,Down the T,Grass,False,1
12140,Receiving,Loss,1st,Down the T,Grass,False,1
12141,Receiving,Loss,1st,Wide,Grass,False,1
12142,Receiving,Loss,2nd,Body,Grass,False,1
12143,Serving,Loss,1st,Wide,Grass,False,1
12144,Serving,Win,1st,Wide,Grass,False,1
12145,Serving,Loss,1st,Wide,Grass,False,1
12146,Serving,Win,1st,Body,Grass,False,1
12147,Serving,Loss,1st,Wide,Grass,False,1
12148,Serving,Win,1st,Wide,Grass,False,1
12149,Serving,Win,1st,Body,Grass,False,1
12150,Serving,Win,2nd,Down the T,Grass,False,1
12151,Receiving,Loss,1st,Wide,Grass,False,1
12152,Receiving,Loss,1st,Down the T,Grass,False,1
12153,Receiving,Loss,1st,Wide,Grass,False,1
12154,Receiving,Loss,1st,Wide,Grass,False,1
12155,Serving,Loss,1st,Wide,Grass,False,1
12156,Serving,Win,2nd,Down the T,Grass,False,1
12157,Serving,Win,1st,Wide,Grass,False,1
12158,Serving,Win,1st,Down the T,Grass,False,1
12159,Serving,Win,2nd,Body,Grass,False,1
12160,Receiving,Win,1st,Wide,Grass,False,1
12162,Serving,Win,1st,Down the T,Grass,False,1
12163,Receiving,Loss,1st,Down the T,Grass,False,1
12164,Receiving,Win,2nd,Down the T,Grass,False,1
12165,Serving,Win,1st,Body,Grass,False,1
12166,Serving,Loss,1st,Wide,Grass,False,1
12168,Receiving,Loss,1st,Down the T,Grass,True,1
12169,Serving,Win,2nd,Body,Grass,False,1
12170,Serving,Win,1st,Down the T,Grass,False,1
12171,Serving,Win,1st,Wide,Grass,False,1
12172,Serving,Win,2nd,Body,Grass,False,1
12173,Serving,Loss,2nd,Body,Grass,False,1
12174,Serving,Win,1st,Body,Grass,False,1
12175,Serving,Win,1st,Wide,Grass,False,1
12176,Receiving,Win,2nd,Wide,Grass,False,1
12177,Receiving,Loss,2nd,Down the T,Grass,False,1
12178,Receiving,Win,2nd,Wide,Grass,False,1
12179,Receiving,Loss,1st,Down the T,Grass,False,1
12180,Receiving,Loss,1st,Wide,Grass,False,1
12181,Receiving,Loss,1st,Wide,Grass,False,1
12182,Serving,Win,1st,Wide,Grass,False,1
12183,Serving,Win,1st,Down the T,Grass,False,1
12184,Serving,Win,1st,Wide,Grass,False,1
12185,Serving,Win,1st,Wide,Grass,True,1
12186,Receiving,Loss,2nd,Wide,Grass,False,1
12187,Receiving,Loss,1st,Wide,Grass,True,1
12188,Receiving,Win,2nd,Body,Grass,False,1
12189,Receiving,Loss,1st,Wide,Grass,False,1
12190,Receiving,Win,2nd,Down the T,Grass,False,1
12191,Receiving,Win,1st,Down the T,Grass,False,1
12192,Receiving,Loss,1st,Wide,Grass,False,1
12193,Receiving,Loss,2nd,Wide,Grass,False,1
12194,Serving,Loss,1st,Down the T,Grass,False,1
12195,Serving,Win,2nd,Body,Grass,False,1
12196,Serving,Loss,2nd,Wide,Grass,False,1
12197,Serving,Loss,1st,Wide,Grass,False,1
12198,Serving,Loss,2nd,Body,Grass,False,1
12199,Receiving,Loss,1st,Down the T,Grass,False,1
12200,Receiving,Loss,1st,Down the T,Grass,False,1
12201,Receiving,Loss,1st,Down the T,Grass,False,1
12202,Receiving,Loss,2nd,Body,Grass,False,1
12203,Serving,Win,2nd,Wide,Grass,False,1
12204,Serving,Loss,2nd,Wide,Grass,False,1
12205,Serving,Win,1st,Wide,Grass,True,1
12206,Serving,Loss,1st,Down the T,Grass,False,1
12207,Serving,Loss,2nd,Body,Grass,False,1
12209,Receiving,Loss,1st,Wide,Grass,False,1
12210,Receiving,Win,2nd,Down the T,Grass,False,1
12211,Receiving,Loss,2nd,Body,Grass,False,1
12212,Receiving,Win,2nd,Down the T,Grass,False,1
12213,Receiving,Win,1st,Down the T,Grass,False,1
12214,Receiving,Loss,2nd,Wide,Grass,False,1
12215,Receiving,Win,1st,Down the T,Grass,False,1
12216,Receiving,Win,1st,Down the T,Grass,False,1
12217,Serving,Win,1st,Down the T,Grass,True,1
12218,Serving,Win,1st,Wide,Grass,False,1
12219,Serving,Win,1st,Body,Grass,False,1
12220,Serving,Loss,2nd,Down the T,Grass,False,1
12221,Serving,Win,1st,Down the T,Grass,False,1
12222,Receiving,Loss,1st,Wide,Grass,False,1
12223,Receiving,Loss,1st,Wide,Grass,False,1
12224,Receiving,Loss,2nd,Wide,Grass,False,1
12225,Receiving,Loss,1st,Wide,Grass,False,1
12226,Serving,Win,1st,Wide,Grass,False,1
12227,Serving,Win,1st,Wide,Grass,False,1
12228,Serving,Loss,1st,Wide,Grass,False,1
12229,Serving,Win,2nd,Body,Grass,False,1
12230,Serving,Win,2nd,Wide,Grass,False,1
12231,Receiving,Loss,1st,Wide,Grass,False,1
12232,Receiving,Loss,1st,Down the T,Grass,True,1
12233,Receiving,Loss,1st,Down the T,Grass,True,1
12234,Receiving,Win,2nd,Wide,Grass,False,1
12235,Receiving,Win,1st,Down the T,Grass,False,1
12236,Receiving,Loss,2nd,Wide,Grass,False,1
12237,Serving,Loss,2nd,Body,Grass,False,1
12238,Serving,Win,1st,Wide,Grass,False,1
12239,Serving,Win,1st,Down the T,Grass,False,1
12240,Serving,Loss,2nd,Down the T,Grass,False,1
12241,Serving,Win,1st,Body,Grass,False,1
12242,Serving,Loss,2nd,Body,Grass,False,1
12243,Serving,Win,1st,Down the T,Grass,True,1
12244,Serving,Win,1st,Down the T,Grass,False,1
12245,Receiving,Win,1st,Wide,Grass,False,1
12246,Receiving,Loss,1st,Wide,Grass,False,1
12247,Receiving,Win,1st,Wide,Grass,False,1
12249,Receiving,Loss,2nd,Body,Grass,False,1
12250,Receiving,Loss,2nd,Body,Grass,False,1
12251,Receiving,Win,1st,Wide,Grass,False,1
12252,Receiving,Loss,1st,Wide,Grass,True,1
12253,Receiving,Loss,1st,Wide,Grass,False,1
12254,Receiving,Loss,1st,Wide,Grass,False,1
12255,Serving,Win,2nd,Body,Grass,False,1
12256,Serving,Win,1st,Body,Grass,False,1
12257,Serving,Win,1st,Wide,Grass,False,1
12258,Serving,Loss,2nd,Wide,Grass,False,1
12259,Serving,Loss,1st,Down the T,Grass,False,1
12260,Serving,Loss,1st,Down the T,Grass,False,1
12261,Serving,Win,1st,Down the T,Grass,False,1
12262,Serving,Win,1st,Down the T,Grass,False,1
12263,Receiving,Win,2nd,Wide,Grass,False,1
12264,Receiving,Win,2nd,Wide,Grass,False,1
12265,Receiving,Loss,1st,Wide,Grass,False,1
12266,Receiving,Win,2nd,Wide,Grass,False,1
12267,Receiving,Loss,2nd,Body,Grass,False,1
12268,Receiving,Win,2nd,Down the T,Grass,False,1
12269,Serving,Loss,1st,Wide,Grass,False,1
12270,Serving,Win,2nd,Wide,Grass,False,1
12271,Serving,Loss,1st,Down the T,Grass,False,1
12272,Serving,Win,1st,Wide,Grass,False,1
12273,Serving,Loss,2nd,Body,Grass,False,1
12274,Serving,Win,2nd,Body,Grass,False,1
12275,Serving,Loss,2nd,Wide,Grass,False,1
12276,Serving,Loss,2nd,Down the T,Grass,False,1
12277,Receiving,Win,2nd,Wide,Grass,False,1
12278,Receiving,Loss,1st,Wide,Grass,False,1
12279,Receiving,Win,1st,Down the T,Grass,False,1
12280,Receiving,Loss,1st,Down the T,Grass,False,1
12281,Receiving,Loss,1st,Wide,Grass,False,1
12282,Receiving,Loss,1st,Down the T,Grass,True,1
12283,Serving,Loss,1st,Down the T,Grass,False,1
12284,Serving,Win,1st,Wide,Grass,False,1
12285,Serving,Win,2nd,Body,Grass,False,1
12286,Serving,Win,1st,Down the T,Grass,False,1
12289,Receiving,Win,2nd,Body,Grass,False,1
12290,Receiving,Loss,1st,Down the T,Grass,False,1
12291,Receiving,Loss,1st,Wide,Grass,True,1
12292,Receiving,Win,2nd,Body,Grass,False,1
12293,Receiving,Loss,1st,Down the T,Grass,False,1
12294,Receiving,Loss,2nd,Down the T,Grass,False,1
12295,Serving,Win,1st,Wide,Grass,False,1
12296,Serving,Loss,1st,Down the T,Grass,False,1
12297,Serving,Loss,2nd,Wide,Grass,False,1
12298,Serving,Win,2nd,Down the T,Grass,False,1
12299,Serving,Win,1st,Down the T,Grass,False,1
12300,Serving,Win,1st,Down the T,Grass,False,1
12301,Receiving,Loss,2nd,Wide,Grass,False,1
12302,Receiving,Win,2nd,Wide,Grass,False,1
12303,Receiving,Win,1st,Wide,Grass,False,1
12304,Receiving,Loss,2nd,Body,Grass,False,1
12305,Receiving,Loss,1st,Body,Grass,False,1
12306,Receiving,Win,1st,Down the T,Grass,False,1
12307,Receiving,Loss,2nd,Body,Grass,False,1
12308,Receiving,Win,2nd,Wide,Grass,False,1
12309,Receiving,Loss,1st,Down the T,Grass,True,1
12310,Receiving,Loss,1st,Wide,Grass,False,1
12311,Serving,Win,1st,Down the T,Grass,False,1
12312,Serving,Loss,2nd,Down the T,Grass,False,1
12313,Serving,Win,1st,Wide,Grass,False,1
12314,Serving,Win,2nd,Body,Grass,False,1
12315,Serving,Win,1st,Wide,Grass,False,1
12316,Receiving,Loss,1st,Wide,Grass,True,1
12317,Receiving,Loss,1st,Wide,Grass,True,1
12318,Receiving,Loss,1st,Wide,Grass,False,1
12319,Receiving,Win,2nd,Wide,Grass,False,1
12320,Receiving,Loss,1st,Down the T,Grass,False,1
12321,Serving,Win,1st,Down the T,Grass,False,1
12322,Serving,Win,2nd,Body,Grass,False,1
12323,Serving,Loss,2nd,Down the T,Grass,False,1
12324,Serving,Loss,1st,Body,Grass,False,1
12325,Serving,Loss,1st,Wide,Grass,False,1
12326,Serving,Loss,1st,Wide,Grass,False,1
12327,Receiving,Win,1st,Wide,Grass,False,1
12328,Receiving,Loss,2nd,Wide,Grass,False,1
12329,Receiving,Loss,1st,Down the T,Grass,True,1
12330,Receiving,Loss,1st,Down the T,Grass,True,1
12331,Receiving,Win,2nd,Wide,Grass,False,1
12332,Receiving,Win,1st,Down the T,Grass,False,1
12333,Receiving,Win,2nd,Body,Grass,False,1
12334,Receiving,Win,1st,Down the T,Grass,False,1
12335,Serving,Win,1st,Down the T,Grass,False,1
12336,Serving,Win,1st,Wide,Grass,False,1
12337,Serving,Win,1st,Wide,Grass,False,1
