,Serving,Win,Service,dir_srv,Surface,isAce,count
2770,Receiving,Loss,2nd,Down the T,Clay,False,1
2771,Receiving,Loss,1st,Wide,Clay,False,1
2772,Receiving,Loss,1st,Wide,Clay,False,1
2773,Receiving,Loss,2nd,Down the T,Clay,False,1
2774,Serving,Win,1st,Wide,Clay,False,1
2776,Serving,Win,1st,Wide,Clay,False,1
2777,Serving,Win,2nd,Down the T,Clay,True,1
2778,Receiving,Loss,1st,Down the T,Clay,False,1
2779,Serving,Win,2nd,Body,Clay,False,1
2780,Serving,Win,2nd,Down the T,Clay,False,1
2781,Receiving,Loss,1st,Wide,Clay,False,1
2782,Receiving,Win,2nd,Down the T,Clay,False,1
2783,Serving,Win,1st,Down the T,Clay,True,1
2784,Serving,Win,1st,Down the T,Clay,False,1
2785,Receiving,Loss,1st,Body,Clay,False,1
2786,Receiving,Loss,1st,Down the T,Clay,False,1
2787,Serving,Loss,1st,Down the T,Clay,False,1
2788,Serving,Win,1st,Down the T,Clay,False,1
2789,Receiving,Win,2nd,Wide,Clay,False,1
2790,Receiving,Loss,1st,Wide,Clay,False,1
2791,Receiving,Loss,2nd,Wide,Clay,False,1
2792,Receiving,Win,2nd,Down the T,Clay,False,1
2793,Receiving,Win,1st,Wide,Clay,False,1
2794,Receiving,Win,1st,Down the T,Clay,False,1
2795,Receiving,Win,1st,Down the T,Clay,False,1
2796,Serving,Win,1st,Down the T,Clay,False,1
2797,Serving,Win,1st,Wide,Clay,False,1
2798,Serving,Win,1st,Wide,Clay,False,1
2799,Serving,Loss,1st,Wide,Clay,False,1
2800,Serving,Win,2nd,Wide,Clay,False,1
2801,Receiving,Win,1st,Wide,Clay,False,1
2802,Receiving,Loss,1st,Down the T,Clay,False,1
2803,Receiving,Win,1st,Wide,Clay,False,1
2804,Receiving,Win,1st,Wide,Clay,False,1
2805,Receiving,Loss,1st,Wide,Clay,False,1
2806,Receiving,Loss,1st,Wide,Clay,False,1
2807,Receiving,Win,1st,Wide,Clay,False,1
2808,Receiving,Win,2nd,Body,Clay,False,1
2809,Serving,Loss,2nd,Down the T,Clay,False,1
2810,Serving,Win,2nd,Body,Clay,False,1
2811,Serving,Win,2nd,Body,Clay,False,1
2812,Serving,Loss,1st,Wide,Clay,False,1
2813,Serving,Win,2nd,Down the T,Clay,False,1
2814,Serving,Loss,2nd,Body,Clay,False,1
2815,Serving,Win,1st,Down the T,Clay,False,1
2816,Serving,Win,1st,Down the T,Clay,False,1
2817,Receiving,Loss,2nd,Down the T,Clay,False,1
2818,Receiving,Loss,1st,Wide,Clay,False,1
2819,Receiving,Loss,2nd,Body,Clay,False,1
2820,Receiving,Loss,2nd,Wide,Clay,False,1
2821,Serving,Win,1st,Wide,Clay,False,1
2822,Serving,Loss,2nd,Down the T,Clay,False,1
2823,Serving,Win,1st,Wide,Clay,False,1
2824,Serving,Win,1st,Down the T,Clay,False,1
2825,Serving,Loss,1st,Down the T,Clay,False,1
2826,Serving,Win,1st,Down the T,Clay,False,1
2827,Receiving,Loss,1st,Down the T,Clay,False,1
2828,Receiving,Loss,1st,Body,Clay,False,1
2829,Receiving,Loss,2nd,Down the T,Clay,False,1
2830,Receiving,Loss,1st,Wide,Clay,False,1
2831,Serving,Win,1st,Down the T,Clay,False,1
2832,Serving,Loss,1st,Down the T,Clay,False,1
2833,Serving,Loss,2nd,Body,Clay,False,1
2834,Serving,Win,1st,Down the T,Clay,False,1
2835,Serving,Loss,1st,Down the T,Clay,False,1
2836,Serving,Loss,1st,Down the T,Clay,False,1
2837,Receiving,Win,1st,Body,Clay,False,1
2838,Receiving,Loss,1st,Wide,Clay,False,1
2839,Receiving,Loss,1st,Down the T,Clay,False,1
2840,Receiving,Win,2nd,Body,Clay,False,1
2841,Receiving,Loss,1st,Down the T,Clay,False,1
2842,Receiving,Win,1st,Down the T,Clay,False,1
2843,Receiving,Loss,1st,Wide,Clay,False,1
2844,Receiving,Loss,1st,Wide,Clay,False,1
2845,Serving,Win,2nd,Wide,Clay,False,1
2846,Serving,Win,1st,Down the T,Clay,False,1
2847,Serving,Loss,1st,Wide,Clay,False,1
2848,Serving,Win,1st,Body,Clay,False,1
2849,Serving,Loss,2nd,Down the T,Clay,False,1
2850,Serving,Win,2nd,Body,Clay,False,1
2851,Receiving,Loss,1st,Wide,Clay,False,1
2852,Receiving,Loss,1st,Down the T,Clay,False,1
2853,Receiving,Loss,1st,Wide,Clay,False,1
2854,Receiving,Loss,1st,Wide,Clay,True,1
2855,Serving,Loss,1st,Down the T,Clay,False,1
2856,Serving,Win,1st,Down the T,Clay,False,1
2857,Serving,Win,1st,Down the T,Clay,True,1
2858,Serving,Loss,1st,Down the T,Clay,False,1
2859,Serving,Win,2nd,Body,Clay,False,1
2860,Serving,Win,1st,Down the T,Clay,False,1
2861,Receiving,Loss,1st,Down the T,Clay,False,1
2862,Receiving,Loss,1st,Down the T,Clay,False,1
2863,Receiving,Win,2nd,Down the T,Clay,False,1
2864,Receiving,Loss,2nd,Down the T,Clay,False,1
2865,Receiving,Win,1st,Wide,Clay,False,1
2866,Receiving,Loss,1st,Wide,Clay,False,1
2867,Serving,Win,2nd,Down the T,Clay,False,1
2868,Serving,Win,1st,Down the T,Clay,False,1
2869,Serving,Loss,2nd,Down the T,Clay,False,1
2870,Serving,Win,2nd,Body,Clay,False,1
2871,Serving,Win,2nd,Down the T,Clay,False,1
2872,Receiving,Loss,1st,Wide,Clay,False,1
2873,Receiving,Win,1st,Down the T,Clay,False,1
2874,Receiving,Loss,1st,Wide,Clay,False,1
2875,Receiving,Win,1st,Wide,Clay,False,1
2876,Receiving,Loss,2nd,Wide,Clay,False,1
2877,Receiving,Loss,1st,Wide,Clay,False,1
2878,Serving,Win,2nd,Wide,Clay,False,1
2879,Serving,Win,1st,Wide,Clay,False,1
2880,Serving,Win,2nd,Body,Clay,False,1
2881,Serving,Win,1st,Down the T,Clay,False,1
2882,Receiving,Win,2nd,Wide,Clay,False,1
2883,Receiving,Win,1st,Down the T,Clay,False,1
2884,Receiving,Loss,1st,Down the T,Clay,True,1
2885,Receiving,Win,1st,Down the T,Clay,False,1
2886,Receiving,Loss,1st,Down the T,Clay,False,1
2887,Receiving,Loss,2nd,Wide,Clay,False,1
2888,Receiving,Win,2nd,Down the T,Clay,False,1
2889,Receiving,Loss,1st,Down the T,Clay,False,1
2890,Receiving,Loss,1st,Wide,Clay,False,1
2891,Receiving,Win,1st,Wide,Clay,False,1
2892,Receiving,Win,2nd,Down the T,Clay,False,1
2893,Receiving,Win,1st,Wide,Clay,False,1
2894,Serving,Win,1st,Wide,Clay,False,1
2895,Serving,Win,1st,Down the T,Clay,False,1
2896,Serving,Loss,1st,Wide,Clay,False,1
2897,Serving,Win,1st,Body,Clay,False,1
2898,Serving,Win,1st,Down the T,Clay,False,1
2899,Receiving,Win,1st,Wide,Clay,False,1
2900,Receiving,Loss,1st,Wide,Clay,False,1
2901,Receiving,Win,2nd,Wide,Clay,False,1
2902,Receiving,Loss,1st,Wide,Clay,False,1
2903,Receiving,Win,1st,Down the T,Clay,False,1
2904,Receiving,Win,1st,Wide,Clay,False,1
2905,Serving,Win,2nd,Down the T,Clay,False,1
2906,Serving,Win,2nd,Down the T,Clay,True,1
2907,Serving,Loss,1st,Wide,Clay,False,1
2908,Serving,Loss,2nd,Body,Clay,False,1
2909,Serving,Win,1st,Down the T,Clay,False,1
2910,Serving,Win,1st,Wide,Clay,False,1
2911,Receiving,Win,2nd,Body,Clay,False,1
2913,Receiving,Loss,2nd,Body,Clay,False,1
2914,Receiving,Loss,1st,Down the T,Clay,True,1
2915,Receiving,Win,1st,Down the T,Clay,False,1
2916,Receiving,Loss,1st,Down the T,Clay,False,1
2917,Serving,Win,1st,Down the T,Clay,False,1
2918,Serving,Win,1st,Down the T,Clay,False,1
2919,Serving,Win,1st,Down the T,Clay,False,1
2920,Serving,Win,1st,Down the T,Clay,True,1
2921,Receiving,Loss,1st,Wide,Clay,True,1
2922,Receiving,Win,2nd,Body,Clay,False,1
2923,Receiving,Loss,2nd,Down the T,Clay,False,1
2924,Receiving,Loss,1st,Wide,Clay,False,1
2925,Receiving,Win,2nd,Down the T,Clay,False,1
2926,Receiving,Loss,1st,Wide,Clay,False,1
2927,Serving,Win,2nd,Down the T,Clay,False,1
2928,Serving,Loss,1st,Wide,Clay,False,1
2929,Serving,Loss,2nd,Down the T,Clay,False,1
2930,Serving,Win,1st,Body,Clay,False,1
2931,Serving,Loss,2nd,Wide,Clay,False,1
2932,Serving,Win,2nd,Down the T,Clay,False,1
2933,Serving,Win,1st,Wide,Clay,False,1
2934,Serving,Win,1st,Wide,Clay,False,1
2935,Receiving,Loss,1st,Down the T,Clay,False,1
2936,Receiving,Loss,1st,Down the T,Clay,True,1
2937,Receiving,Loss,1st,Wide,Clay,True,1
2938,Receiving,Loss,2nd,Down the T,Clay,False,1
2939,Serving,Win,1st,Wide,Clay,False,1
2940,Serving,Win,1st,Down the T,Clay,False,1
2941,Serving,Win,2nd,Down the T,Clay,False,1
2942,Serving,Win,1st,Wide,Clay,False,1
2943,Receiving,Loss,1st,Wide,Clay,False,1
2944,Receiving,Win,2nd,Wide,Clay,False,1
2945,Receiving,Win,1st,Wide,Clay,False,1
2946,Receiving,Loss,1st,Down the T,Clay,False,1
2947,Receiving,Win,2nd,Down the T,Clay,False,1
2949,Serving,Loss,1st,Wide,Clay,False,1
2950,Serving,Win,1st,Wide,Clay,False,1
2951,Serving,Win,1st,Wide,Clay,False,1
2952,Serving,Loss,2nd,Wide,Clay,False,1
2953,Serving,Loss,2nd,Body,Clay,False,1
2954,Serving,Loss,1st,Down the T,Clay,False,1
2955,Receiving,Loss,2nd,Wide,Clay,False,1
2956,Receiving,Loss,1st,Wide,Clay,False,1
2957,Receiving,Loss,1st,Wide,Clay,True,1
2958,Receiving,Loss,1st,Wide,Clay,False,1
2959,Serving,Win,2nd,Down the T,Clay,False,1
2960,Serving,Win,1st,Down the T,Clay,False,1
2961,Serving,Win,1st,Down the T,Clay,False,1
2962,Serving,Win,1st,Down the T,Clay,True,1
2963,Receiving,Win,1st,Down the T,Clay,False,1
2964,Receiving,Win,2nd,Body,Clay,False,1
2965,Receiving,Win,2nd,Body,Clay,False,1
2966,Receiving,Loss,1st,Down the T,Clay,True,1
2967,Receiving,Win,2nd,Wide,Clay,False,1
2968,Serving,Win,1st,Down the T,Clay,False,1
2969,Serving,Loss,1st,Body,Clay,False,1
2970,Serving,Win,2nd,Down the T,Clay,False,1
2971,Serving,Win,1st,Down the T,Clay,False,1
2972,Serving,Win,1st,Down the T,Clay,False,1
2973,Receiving,Loss,1st,Wide,Clay,True,1
2974,Receiving,Loss,1st,Wide,Clay,True,1
2975,Receiving,Loss,1st,Down the T,Clay,True,1
2976,Receiving,Loss,1st,Wide,Clay,False,1
2977,Serving,Win,1st,Down the T,Clay,False,1
2978,Serving,Win,1st,Wide,Clay,False,1
2979,Serving,Win,2nd,Wide,Clay,False,1
2980,Serving,Win,1st,Down the T,Clay,False,1
2981,Receiving,Loss,1st,Down the T,Clay,True,1
2982,Receiving,Win,1st,Wide,Clay,False,1
2983,Receiving,Loss,1st,Wide,Clay,False,1
2984,Receiving,Loss,2nd,Body,Clay,False,1
2985,Receiving,Win,2nd,Down the T,Clay,False,1
2986,Receiving,Loss,2nd,Wide,Clay,False,1
2987,Serving,Win,1st,Wide,Clay,False,1
2988,Serving,Loss,2nd,Down the T,Clay,False,1
2989,Serving,Win,1st,Wide,Clay,False,1
2990,Serving,Loss,1st,Body,Clay,False,1
2991,Serving,Win,1st,Down the T,Clay,False,1
2992,Serving,Loss,1st,Body,Clay,False,1
2993,Serving,Win,1st,Wide,Clay,False,1
2994,Serving,Win,1st,Down the T,Clay,True,1
2995,Receiving,Win,2nd,Body,Clay,False,1
2996,Receiving,Loss,1st,Down the T,Clay,False,1
2997,Receiving,Win,2nd,Wide,Clay,False,1
2998,Receiving,Win,1st,Down the T,Clay,False,1
2999,Receiving,Loss,1st,Wide,Clay,True,1
3000,Receiving,Loss,1st,Down the T,Clay,False,1
3001,Receiving,Win,1st,Wide,Clay,False,1
3002,Receiving,Loss,1st,Wide,Clay,False,1
3003,Receiving,Win,1st,Down the T,Clay,False,1
3004,Receiving,Win,1st,Down the T,Clay,False,1
3005,Serving,Win,1st,Wide,Clay,False,1
3006,Serving,Win,2nd,Down the T,Clay,False,1
3007,Serving,Loss,1st,Wide,Clay,False,1
3008,Serving,Loss,1st,Wide,Clay,False,1
3009,Serving,Loss,1st,Wide,Clay,False,1
3011,Serving,Loss,1st,Down the T,Clay,False,1
3012,Serving,Win,2nd,Body,Clay,False,1
3013,Serving,Win,1st,Down the T,Clay,False,1
3014,Serving,Loss,1st,Wide,Clay,False,1
3015,Serving,Win,1st,Down the T,Clay,False,1
3016,Serving,Win,1st,Down the T,Clay,False,1
3017,Receiving,Loss,1st,Wide,Clay,False,1
3018,Receiving,Loss,1st,Down the T,Clay,False,1
3019,Receiving,Win,2nd,Down the T,Clay,False,1
3020,Receiving,Loss,2nd,Down the T,Clay,False,1
3021,Receiving,Win,1st,Down the T,Clay,False,1
3022,Receiving,Win,2nd,Down the T,Clay,False,1
3023,Receiving,Win,2nd,Body,Clay,False,1
3024,Receiving,Loss,1st,Down the T,Clay,False,1
3025,Receiving,Loss,1st,Wide,Clay,False,1
3026,Receiving,Loss,1st,Down the T,Clay,False,1
3027,Serving,Loss,1st,Down the T,Clay,False,1
3028,Serving,Win,1st,Wide,Clay,False,1
3029,Serving,Win,1st,Wide,Clay,False,1
3030,Serving,Loss,1st,Down the T,Clay,False,1
3031,Serving,Loss,2nd,Down the T,Clay,False,1
3032,Serving,Loss,1st,Down the T,Clay,False,1
3033,Receiving,Loss,1st,Down the T,Clay,False,1
3034,Receiving,Loss,1st,Wide,Clay,False,1
3035,Receiving,Loss,2nd,Down the T,Clay,False,1
3036,Receiving,Loss,2nd,Body,Clay,False,1
3037,Serving,Win,1st,Wide,Clay,False,1
3038,Serving,Win,2nd,Wide,Clay,False,1
3039,Serving,Win,1st,Down the T,Clay,False,1
3040,Serving,Win,1st,Down the T,Clay,False,1
3041,Receiving,Loss,1st,Wide,Clay,False,1
3042,Receiving,Win,1st,Down the T,Clay,False,1
3043,Receiving,Loss,2nd,Down the T,Clay,False,1
3044,Receiving,Loss,2nd,Body,Clay,False,1
3045,Receiving,Win,1st,Down the T,Clay,False,1
3046,Receiving,Loss,1st,Down the T,Clay,False,1
3047,Serving,Win,1st,Down the T,Clay,False,1
3048,Receiving,Win,1st,Down the T,Clay,False,1
3049,Receiving,Loss,1st,Wide,Clay,False,1
3050,Serving,Win,1st,Wide,Clay,False,1
3051,Serving,Win,1st,Down the T,Clay,False,1
3052,Receiving,Win,2nd,Body,Clay,False,1
3053,Receiving,Win,2nd,Down the T,Clay,False,1
3054,Serving,Win,1st,Down the T,Clay,False,1
3055,Receiving,Loss,1st,Down the T,Clay,False,1
3056,Receiving,Win,1st,Wide,Clay,False,1
3057,Receiving,Win,2nd,Wide,Clay,False,1
3058,Receiving,Win,1st,Wide,Clay,False,1
3059,Receiving,Win,2nd,Wide,Clay,False,1
3060,Serving,Win,2nd,Wide,Clay,False,1
3061,Serving,Loss,1st,Down the T,Clay,False,1
3062,Serving,Win,2nd,Body,Clay,False,1
3063,Serving,Win,1st,Wide,Clay,False,1
3064,Serving,Loss,2nd,Body,Clay,False,1
3065,Serving,Win,1st,Down the T,Clay,True,1
3066,Receiving,Win,1st,Wide,Clay,False,1
3067,Receiving,Loss,1st,Down the T,Clay,False,1
3068,Receiving,Loss,2nd,Down the T,Clay,False,1
3069,Receiving,Loss,2nd,Wide,Clay,False,1
3070,Receiving,Loss,1st,Down the T,Clay,False,1
3071,Serving,Win,1st,Down the T,Clay,False,1
3072,Serving,Win,1st,Down the T,Clay,False,1
3073,Serving,Win,1st,Body,Clay,False,1
3074,Serving,Win,1st,Wide,Clay,False,1
3075,Receiving,Loss,2nd,Down the T,Clay,False,1
3076,Receiving,Loss,2nd,Wide,Clay,False,1
3077,Receiving,Loss,2nd,Down the T,Clay,False,1
3078,Receiving,Win,2nd,Body,Clay,False,1
3079,Receiving,Win,2nd,Down the T,Clay,False,1
3080,Receiving,Loss,1st,Down the T,Clay,False,1
3081,Serving,Win,1st,Wide,Clay,False,1
3082,Serving,Win,1st,Down the T,Clay,False,1
3083,Serving,Loss,1st,Wide,Clay,False,1
3084,Serving,Win,1st,Down the T,Clay,False,1
3085,Serving,Loss,1st,Wide,Clay,False,1
3086,Serving,Win,1st,Wide,Clay,False,1
3087,Receiving,Win,2nd,Down the T,Clay,False,1
3088,Receiving,Win,1st,Down the T,Clay,False,1
3089,Receiving,Loss,1st,Wide,Clay,False,1
3090,Receiving,Loss,1st,Down the T,Clay,False,1
3091,Receiving,Win,1st,Down the T,Clay,False,1
3092,Receiving,Loss,1st,Wide,Clay,False,1
3093,Receiving,Win,1st,Wide,Clay,False,1
3094,Receiving,Win,2nd,Wide,Clay,False,1
3095,Serving,Win,1st,Wide,Clay,False,1
3096,Serving,Win,2nd,Wide,Clay,False,1
3097,Serving,Win,1st,Down the T,Clay,False,1
3098,Serving,Win,1st,Wide,Clay,False,1
3099,Receiving,Loss,2nd,Body,Clay,False,1
3100,Receiving,Win,2nd,Wide,Clay,False,1
3101,Receiving,Loss,2nd,Wide,Clay,False,1
3102,Receiving,Loss,1st,Wide,Clay,False,1
3103,Receiving,Win,2nd,Body,Clay,False,1
3104,Receiving,Win,2nd,Wide,Clay,False,1
3105,Receiving,Loss,2nd,Down the T,Clay,False,1
3106,Receiving,Win,2nd,Body,Clay,False,1
3107,Receiving,Loss,1st,Wide,Clay,False,1
3108,Receiving,Win,2nd,Down the T,Clay,False,1
3109,Receiving,Loss,2nd,Down the T,Clay,True,1
3110,Receiving,Win,2nd,Down the T,Clay,False,1
3111,Receiving,Win,2nd,Down the T,Clay,False,1
3112,Receiving,Win,2nd,Wide,Clay,False,1
3113,Serving,Win,2nd,Body,Clay,False,1
3114,Serving,Loss,2nd,Wide,Clay,False,1
3115,Serving,Win,1st,Down the T,Clay,False,1
3116,Serving,Loss,2nd,Body,Clay,False,1
3117,Serving,Loss,2nd,Down the T,Clay,False,1
3118,Serving,Win,2nd,Down the T,Clay,False,1
3119,Serving,Win,1st,Down the T,Clay,False,1
3120,Serving,Win,1st,Wide,Clay,False,1
3121,Receiving,Loss,1st,Down the T,Clay,False,1
3122,Receiving,Loss,2nd,Wide,Clay,False,1
3123,Receiving,Win,2nd,Down the T,Clay,False,1
3124,Receiving,Win,1st,Wide,Clay,False,1
3125,Receiving,Loss,1st,Wide,Clay,False,1
3126,Receiving,Win,2nd,Wide,Clay,False,1
3127,Receiving,Loss,2nd,Body,Clay,False,1
3128,Receiving,Loss,1st,Down the T,Clay,False,1
3129,Serving,Win,1st,Down the T,Clay,False,1
3130,Serving,Loss,1st,Wide,Clay,False,1
3131,Serving,Loss,1st,Down the T,Clay,False,1
3132,Serving,Loss,1st,Wide,Clay,False,1
3133,Serving,Win,1st,Down the T,Clay,True,1
3134,Serving,Win,1st,Down the T,Clay,False,1
3135,Serving,Win,1st,Wide,Clay,False,1
3136,Serving,Loss,1st,Down the T,Clay,False,1
3137,Serving,Win,1st,Down the T,Clay,False,1
3138,Serving,Win,1st,Wide,Clay,False,1
3139,Receiving,Loss,2nd,Down the T,Clay,False,1
3140,Receiving,Win,2nd,Down the T,Clay,False,1
3141,Receiving,Loss,2nd,Body,Clay,False,1
3142,Receiving,Win,1st,Down the T,Clay,False,1
3143,Receiving,Win,2nd,Down the T,Clay,False,1
3144,Receiving,Win,2nd,Wide,Clay,False,1
3145,Serving,Loss,2nd,Wide,Clay,False,1
3146,Serving,Win,1st,Wide,Clay,False,1
3147,Serving,Win,1st,Wide,Clay,False,1
3148,Serving,Loss,1st,Wide,Clay,False,1
3149,Serving,Loss,2nd,Down the T,Clay,False,1
3150,Serving,Loss,1st,Down the T,Clay,False,1
3151,Receiving,Win,2nd,Down the T,Clay,False,1
3152,Receiving,Win,1st,Wide,Clay,False,1
3153,Receiving,Win,1st,Down the T,Clay,False,1
3154,Receiving,Loss,1st,Down the T,Clay,False,1
3155,Receiving,Win,2nd,Down the T,Clay,False,1
3156,Serving,Win,2nd,Wide,Clay,False,1
3157,Serving,Win,1st,Down the T,Clay,False,1
3158,Serving,Win,1st,Wide,Clay,False,1
3159,Serving,Win,1st,Wide,Clay,False,1
3160,Serving,Win,1st,Wide,Clay,True,1
3161,Serving,Win,1st,Wide,Clay,False,1
3162,Serving,Win,1st,Wide,Clay,False,1
3163,Serving,Loss,2nd,Down the T,Clay,False,1
3164,Serving,Win,2nd,Body,Clay,False,1
3165,Receiving,Win,2nd,Body,Clay,False,1
3166,Receiving,Loss,2nd,Body,Clay,False,1
3167,Receiving,Win,1st,Wide,Clay,False,1
3168,Receiving,Win,2nd,Body,Clay,False,1
3169,Receiving,Loss,1st,Wide,Clay,False,1
3170,Receiving,Win,2nd,Down the T,Clay,False,1
3171,Serving,Loss,1st,Wide,Clay,False,1
3172,Serving,Win,2nd,Wide,Clay,False,1
3173,Serving,Win,2nd,Down the T,Clay,False,1
3174,Serving,Loss,1st,Wide,Clay,False,1
3175,Serving,Loss,2nd,Body,Clay,False,1
3176,Serving,Loss,2nd,Down the T,Clay,False,1
3177,Receiving,Loss,1st,Wide,Clay,True,1
3178,Receiving,Loss,1st,Body,Clay,False,1
3179,Receiving,Win,2nd,Down the T,Clay,False,1
3180,Receiving,Loss,1st,Down the T,Clay,False,1
3181,Receiving,Loss,1st,Down the T,Clay,False,1
3182,Serving,Win,2nd,Down the T,Clay,False,1
3183,Serving,Win,1st,Wide,Clay,False,1
3184,Serving,Win,1st,Down the T,Clay,False,1
3185,Serving,Loss,1st,Wide,Clay,False,1
3186,Serving,Win,1st,Down the T,Clay,False,1
3187,Receiving,Loss,2nd,Body,Clay,False,1
3188,Receiving,Loss,1st,Down the T,Clay,False,1
3189,Receiving,Win,2nd,Body,Clay,False,1
3190,Receiving,Loss,1st,Wide,Clay,False,1
3191,Receiving,Loss,1st,Down the T,Clay,True,1
3192,Serving,Win,2nd,Down the T,Clay,False,1
3193,Serving,Win,2nd,Wide,Clay,False,1
3194,Serving,Win,2nd,Body,Clay,False,1
3195,Serving,Win,1st,Down the T,Clay,False,1
3196,Receiving,Loss,2nd,Body,Clay,False,1
3197,Receiving,Loss,1st,Wide,Clay,False,1
3198,Receiving,Win,1st,Down the T,Clay,False,1
3199,Receiving,Win,2nd,Body,Clay,False,1
3200,Receiving,Win,2nd,Body,Clay,False,1
3201,Receiving,Loss,2nd,Body,Clay,False,1
3202,Receiving,Win,1st,Body,Clay,False,1
3203,Receiving,Win,2nd,Wide,Clay,False,1
3204,Serving,Win,2nd,Wide,Clay,False,1
3205,Serving,Win,1st,Wide,Clay,False,1
3206,Serving,Loss,2nd,Down the T,Clay,False,1
3207,Serving,Loss,2nd,Down the T,Clay,False,1
3208,Serving,Win,2nd,Body,Clay,False,1
3209,Serving,Win,2nd,Body,Clay,False,1
3210,Receiving,Win,2nd,Body,Clay,False,1
3211,Receiving,Loss,1st,Down the T,Clay,False,1
3212,Receiving,Win,2nd,Body,Clay,False,1
3213,Receiving,Loss,2nd,Down the T,Clay,False,1
3214,Receiving,Win,2nd,Wide,Clay,False,1
3215,Receiving,Loss,1st,Wide,Clay,False,1
3216,Receiving,Win,1st,Wide,Clay,False,1
3217,Receiving,Loss,1st,Down the T,Clay,False,1
3218,Receiving,Win,2nd,Down the T,Clay,False,1
3219,Receiving,Loss,1st,Down the T,Clay,False,1
3220,Receiving,Win,1st,Body,Clay,False,1
3221,Receiving,Win,2nd,Body,Clay,False,1
3222,Serving,Win,1st,Down the T,Clay,False,1
3223,Serving,Loss,1st,Down the T,Clay,False,1
3224,Serving,Loss,2nd,Wide,Clay,False,1
3225,Serving,Win,2nd,Down the T,Clay,False,1
3226,Serving,Loss,1st,Wide,Clay,False,1
3227,Serving,Win,2nd,Wide,Clay,False,1
3228,Serving,Win,1st,Down the T,Clay,False,1
3229,Serving,Loss,2nd,Wide,Clay,False,1
3230,Serving,Win,1st,Wide,Clay,False,1
3231,Serving,Win,1st,Wide,Clay,False,1
3232,Receiving,Loss,1st,Wide,Clay,False,1
3233,Receiving,Win,2nd,Down the T,Clay,False,1
3234,Receiving,Win,2nd,Down the T,Clay,False,1
3235,Receiving,Win,1st,Down the T,Clay,False,1
3236,Receiving,Win,2nd,Down the T,Clay,False,1
3237,Serving,Win,1st,Wide,Clay,False,1
3238,Serving,Win,1st,Wide,Clay,False,1
3239,Serving,Loss,2nd,Body,Clay,False,1
3240,Serving,Win,1st,Wide,Clay,False,1
3241,Serving,Win,2nd,Down the T,Clay,False,1
3242,Receiving,Loss,1st,Down the T,Clay,False,1
3243,Receiving,Win,2nd,Wide,Clay,False,1
3244,Receiving,Win,2nd,Body,Clay,False,1
3245,Receiving,Loss,1st,Down the T,Clay,False,1
3246,Receiving,Loss,1st,Down the T,Clay,True,1
3247,Receiving,Win,2nd,Body,Clay,False,1
3248,Receiving,Loss,2nd,Down the T,Clay,False,1
3249,Receiving,Win,1st,Wide,Clay,False,1
3250,Receiving,Win,2nd,Down the T,Clay,False,1
3251,Receiving,Loss,2nd,Wide,Clay,False,1
3252,Receiving,Loss,1st,Down the T,Clay,False,1
3253,Receiving,Loss,1st,Wide,Clay,False,1
3254,Serving,Win,1st,Down the T,Clay,False,1
3255,Serving,Win,1st,Wide,Clay,False,1
3256,Serving,Win,2nd,Wide,Clay,False,1
3257,Serving,Loss,1st,Down the T,Clay,False,1
3258,Serving,Win,2nd,Down the T,Clay,False,1
3259,Receiving,Win,1st,Body,Clay,False,1
3260,Receiving,Loss,1st,Wide,Clay,False,1
3261,Receiving,Loss,2nd,Down the T,Clay,False,1
3262,Receiving,Loss,1st,Down the T,Clay,False,1
3263,Receiving,Win,1st,Down the T,Clay,False,1
3264,Receiving,Win,2nd,Wide,Clay,False,1
3265,Receiving,Loss,2nd,Body,Clay,False,1
3266,Receiving,Win,1st,Down the T,Clay,False,1
3267,Receiving,Loss,1st,Wide,Clay,True,1
3268,Receiving,Loss,1st,Wide,Clay,False,1
3269,Serving,Loss,2nd,Body,Clay,False,1
3270,Serving,Win,1st,Down the T,Clay,False,1
3271,Serving,Win,2nd,Wide,Clay,False,1
3272,Serving,Win,2nd,Down the T,Clay,False,1
3273,Serving,Win,1st,Wide,Clay,False,1
3274,Receiving,Loss,2nd,Body,Clay,False,1
3275,Receiving,Loss,2nd,Down the T,Clay,False,1
3277,Receiving,Loss,1st,Down the T,Clay,False,1
3279,Receiving,Win,2nd,Wide,Clay,False,1
3280,Receiving,Loss,1st,Down the T,Clay,False,1
3281,Receiving,Loss,1st,Body,Clay,False,1
3282,Receiving,Win,2nd,Down the T,Clay,False,1
3283,Receiving,Win,2nd,Body,Clay,False,1
3284,Receiving,Win,1st,Wide,Clay,False,1
3285,Receiving,Win,2nd,Body,Clay,False,1
3286,Receiving,Loss,1st,Wide,Clay,False,1
3287,Receiving,Loss,2nd,Body,Clay,False,1
3288,Receiving,Loss,2nd,Down the T,Clay,False,1
3289,Receiving,Loss,1st,Wide,Clay,False,1
3290,Receiving,Loss,1st,Wide,Clay,True,1
3291,Receiving,Loss,2nd,Down the T,Clay,False,1
3292,Receiving,Loss,1st,Down the T,Clay,False,1
3293,Receiving,Win,1st,Down the T,Clay,False,1
3294,Receiving,Loss,1st,Down the T,Clay,True,1
3295,Receiving,Loss,1st,Down the T,Clay,False,1
3296,Receiving,Loss,2nd,Body,Clay,False,1
3297,Receiving,Win,2nd,Body,Clay,False,1
3298,Receiving,Win,1st,Wide,Clay,False,1
