,index,match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stSV,2ndSV,1stIn,2ndIn,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,PtWinner,isSvrWinner,rallyCount,Date,Tournament,Round,Surface,Player 1,Player 2,Grand Slam,i_serve,i_win,is_second_service,dir_srv,rally_desc,rally_tratada,how_ended,serve_return
18507,283547,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,55,0,0,4,2,30-40,7 (6),1,0,,1,2,ND,6w,5b28f3b3f3w@,Novak responds with a MUG game of his own; bleh.,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,5,b28 f3 b3 f3,2,@,b28
18526,283566,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,74,0,0,5,5,15-0,11 (2),1,0,,1,2,ND,6f39b3b1*,,Gets the thumbs up from Djokovic.,0,,1,,False,False,True,0,0,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,6,f39 b3 b1,2,*,f39
18527,283567,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,75,0,0,5,5,15-15,11 (3),1,0,,1,2,ND,6b;27f+3w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,6,b27 f3,1,@,b27
18537,283577,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,85,0,0,6,6,0-0,13 (1),1,1,1.0,1,2,ND,6n,4f28f2f3b3f3b3f1r1f+3b#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,10,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,4,f28 f2 f3 b3 f3 b3 f1 r1 f3 b,5,#,f28
18540,283580,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,88,0,0,6,6,2-1,13 (4),1,1,4.0,1,2,ND,4b29f3f3b3f3b3w@,,,0,,1,,False,False,False,0,1,False,2,0,6,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,b29 f3 f3 b3 f3 b3,3,@,b29
18541,283581,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,89,0,0,6,6,2-2,13 (5),1,1,5.0,1,2,ND,4f39b3b3f1f1f1f2b3s3b1w@,,,0,,1,,False,False,False,0,1,False,2,0,10,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f39 b3 b3 f1 f1 f1 f2 b3 s3 b1,5,@,f39
18545,283585,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,93,0,0,6,6,4-4,13 (9),1,1,9.0,1,2,ND,6b27b3b3b1w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,6,b27 b3 b3 b1,2,@,b27
18548,283588,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,96,0,0,6,6,5-6,13 (12),1,1,12.0,1,2,ND,4d,5b18f1f1f3b3b2n@,A tragicomedy of backhand errors; the tiebreak has been.,0,0.0,0,1.0,False,False,False,0,1,False,2,0,6,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,5,b18 f1 f1 f3 b3 b2,3,@,b18
18557,283597,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,105,0,1,0,1,30-0,15 (3),1,0,,1,2,ND,6b39b2f3y1r-3b1v1*,,Great dropshot; awful pass attempt.,0,,1,,False,False,True,0,0,False,2,0,8,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,6,b39 b2 f3 y1 r3 b1 v1,4,*,b39
18558,283598,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,106,0,1,0,1,30-15,15 (4),1,0,,1,2,ND,4b39b3s3b1n@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,b39 b3 s3 b1,2,@,b39
18560,283600,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,108,0,1,0,1,40-30,15 (6),1,0,,1,2,ND,c5n,5b38f2f2f1f1f1f3b3s3b1f1f1f3b3d#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,14,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,5,b38 f2 f2 f1 f1 f1 f3 b3 s3 b1 f1 f1 f3 b3,7,#,b38
18565,283605,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,113,0,1,0,1,40-40,15 (11),1,0,,1,2,ND,4n,4f18f1f2b3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,4,f18 f1 f2 b3,2,@,f18
18567,283607,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,115,0,1,0,1,40-40,15 (13),1,0,,1,2,ND,5b38b3s3b1f1f2f3b3b1r2f+3*,,,0,,1,,False,False,True,0,0,False,2,0,12,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,5,b38 b3 s3 b1 f1 f2 f3 b3 b1 r2 f3,6,*,b38
18568,283608,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,116,0,1,0,1,40-AD,15 (14),1,0,,1,2,ND,6d,6f38b3b3f3b3b3b3y3s-3*,Djokovic slips and falls; wrongfooted by the fasthiem slice. Sad!,0,0.0,0,1.0,False,False,True,0,0,False,2,0,10,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,6,f38 b3 b3 f3 b3 b3 b3 y3 s3,5,*,f38
18576,283616,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,124,0,1,0,3,40-0,17 (4),1,0,,1,2,ND,5d,5f29f2f+1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,5,f29 f2 f1,2,*,f29
18583,283623,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,131,0,1,1,4,15-0,19 (2),1,0,,1,2,ND,4b19f1d@,,,0,,1,,False,False,False,0,1,False,2,0,2,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,b19 f1,1,@,b19
18605,283645,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,153,0,2,0,0,0-0,23 (1),1,0,,1,2,ND,4w,5f28b1r2f+3b1v1f2*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,8,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,5,f28 b1 r2 f3 b1 v1 f2,4,*,f28
18606,283646,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,154,0,2,0,0,0-15,23 (2),1,0,,1,2,ND,6f27f3b3b1d@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,6,f27 f3 b3 b1,2,@,f27
18609,283649,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,157,0,2,0,0,30-30,23 (5),1,0,,1,2,ND,4f17f3b3b1w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f17 f3 b3 b1,2,@,f17
18611,283651,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,159,0,2,0,0,40-40,23 (7),1,0,,1,2,ND,4f28f3s3f1f1f1f3b3y3s-#,,,0,,1,,False,False,False,1,0,False,2,0,10,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f28 f3 s3 f1 f1 f1 f3 b3 y3 s,5,#,f28
18613,283653,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,161,0,2,0,0,40-40,23 (9),1,0,,1,2,ND,6b18f1f1f2f3*,,,0,,1,,False,False,True,0,0,False,2,0,6,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,6,b18 f1 f1 f2 f3,3,*,b18
18614,283654,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,162,0,2,0,0,40-AD,23 (10),1,0,,1,2,ND,4n,5b28f1f1f1n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,5,b28 f1 f1 f1,2,@,b28
18620,283660,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,168,0,2,0,2,0-0,25 (1),1,0,,1,2,ND,6d,4f19f2n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,4,f19 f2,1,@,f19
18621,283661,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,169,0,2,0,2,0-15,25 (2),1,0,,1,2,ND,5b28f1f2b3d@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,5,b28 f1 f2 b3,2,@,b28
18622,283662,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,170,0,2,0,2,0-30,25 (3),1,0,,1,2,ND,4f29b1d@,,,0,,1,,False,False,False,0,1,False,2,0,2,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f29 b1,1,@,f29
18623,283663,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,171,0,2,0,2,0-40,25 (4),1,0,,1,2,ND,6n,4b39b3w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,4,b39 b3,1,@,b39
18628,283668,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,176,0,2,0,4,0-0,27 (1),1,0,,1,2,ND,4f38b3n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f38 b3,1,@,f38
18630,283670,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,178,0,2,0,4,15-15,27 (3),1,0,,1,2,ND,4f28f3s3f1n@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f28 f3 s3 f1,2,@,f28
18632,283672,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,180,0,2,0,4,30-30,27 (5),1,0,,1,2,ND,4f17f+3d@,,,0,,1,,False,False,False,0,1,False,2,0,2,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f17 f3,1,@,f17
18633,283673,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,181,0,2,0,4,30-40,27 (6),1,0,,1,2,ND,4n,6f28b3f1f1f3b3s2f3w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,8,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,6,f28 b3 f1 f1 f3 b3 s2 f3,4,@,f28
18640,284269,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,2,0,0,0,0,0-15,1,1,0,,1,2,ND,4d,5f28b3w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,5,f28 b3,1,@,f28
18641,284270,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,3,0,0,0,0,0-30,1,1,0,,1,2,ND,4n,4b28b2b3b2f1f2d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,6,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,4,b28 b2 b3 b2 f1 f2,3,@,b28
18643,284272,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,5,0,0,0,0,15-40,1,1,0,,1,2,ND,6n,4f18r#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,4,f18 r,1,#,f18
18651,284280,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,13,0,0,0,2,30-0,3,1,0,,1,2,ND,6b18f3b3b1f1f1f1f1f2f1n@,,,0,,1,,False,False,False,0,1,False,2,0,10,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,6,b18 f3 b3 b1 f1 f1 f1 f1 f2 f1,5,@,b18
18670,284299,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,32,0,0,2,4,15-0,7,1,0,,1,2,ND,4b28f3b3b2f3*,,,0,,1,,False,False,True,0,0,False,2,0,6,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,4,b28 f3 b3 b2 f3,3,*,b28
18672,284301,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,34,0,0,2,4,30-15,7,1,0,,1,2,ND,4b28f3b1*,,,0,,1,,False,False,True,0,0,False,2,0,4,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,4,b28 f3 b1,2,*,b28
18674,284303,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,36,0,0,2,4,40-30,7,1,0,,1,2,ND,6n,4b38b2d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,4,b38 b2,1,@,b38
18682,284311,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,44,0,0,3,5,0-0,9,1,0,,1,2,ND,4f27f3b3b3f2b1w#,,,0,,1,,False,False,False,1,0,False,2,0,6,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,4,f27 f3 b3 b3 f2 b1,3,#,f27
18692,284321,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,54,0,1,0,0,0-0,11,1,0,,1,2,ND,4f27b3b3b1f1f2b3b2f3*,,,0,,1,,False,False,True,0,0,False,2,0,10,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,4,f27 b3 b3 b1 f1 f2 b3 b2 f3,5,*,f27
18696,284325,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,58,0,1,0,0,40-15,11,1,0,,1,2,ND,6b18f3b3b2n@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,6,b18 f3 b3 b2,2,@,b18
18703,284332,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,65,0,1,1,1,0-0,13,1,0,,1,2,ND,4d,5b28f1w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,5,b28 f1,1,@,b28
18704,284333,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,66,0,1,1,1,0-15,13,1,0,,1,2,ND,4n,4b28b1f2b2b3b3b3b2f1r2n#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,10,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,4,b28 b1 f2 b2 b3 b3 b3 b2 f1 r2,5,#,b28
18707,284336,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,69,0,1,1,1,30-30,13,1,0,,1,2,ND,5b29b2b3b2b1*,,,0,,1,,False,False,True,0,0,False,2,0,6,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,5,b29 b2 b3 b2 b1,3,*,b29
18708,284337,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,70,0,1,1,1,30-40,13,1,0,,1,2,ND,6f27f3n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,6,f27 f3,1,@,f27
18716,284345,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,78,0,1,1,3,30-0,15,1,0,,1,2,ND,6d,4f28f2f2f3b3b2b3b3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,8,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,4,f28 f2 f2 f3 b3 b2 b3 b3,4,@,f28
18717,284346,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,79,0,1,1,3,30-15,15,1,0,,1,2,ND,4b27f3n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,4,b27 f3,1,@,b27
18719,284348,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,81,0,1,1,3,40-30,15,1,0,,1,2,ND,4d,5f28f2f3b3w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,5,f28 f2 f3 b3,2,@,f28
18728,284357,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,90,0,1,2,4,0-15,17,1,0,,1,2,ND,5n,4b38b2n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,4,b38 b2,1,@,b38
18731,284360,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,93,0,1,2,4,30-30,17,1,0,,1,2,ND,4f27f1f1f2b2b2b3b2n@,,,0,,1,,False,False,False,0,1,False,2,0,8,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,4,f27 f1 f1 f2 b2 b2 b3 b2,4,@,f27
18734,284363,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,96,0,1,2,4,AD-40,17,1,0,,1,2,ND,4d,4b28f2f2f1f1f2b2s2d#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,8,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,4,b28 f2 f2 f1 f1 f2 b2 s2,4,#,b28
18742,284371,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,104,0,1,3,5,15-0,19,1,0,,1,2,ND,4b28f3b3y3n@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,4,b28 f3 b3 y3,2,@,b28
18744,284373,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,106,0,1,3,5,30-15,19,1,0,,1,2,ND,4d,4b29f3d#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,4,b29 f3,1,#,b29
18746,284375,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,108,0,1,3,5,40-30,19,1,0,,1,2,ND,4b28f2f1f3w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,4,b28 f2 f1 f3,2,@,b28
18748,284377,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,110,0,1,3,5,AD-40,19,1,0,,1,2,ND,4b28f3n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,0,4,b28 f3,1,@,b28
18750,284379,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,112,0,1,3,5,40-AD,19,1,0,,1,2,ND,6d,5f28b2d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20170521,Rome Masters,F,Clay,Novak Djokovic,Alexander Zverev,0,0,1,1,5,f28 b2,1,@,f28
18751,294045,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,1,0,0,0,0,0-0,1 (1),1,0,,1,2,ND,6n,4f18f1f2f1f3b1f2f1f1f3s3b-+1f3z#,DI's slice (s3) was very short and drew ND forward such that the next shot (b-+3) was hit just behind the service line; ND's lunging volley (z#) resulted in him rolling on the ground and shaking his left wrist slightly after getting up,0,0.0,0,1.0,False,False,False,1,0,False,2,0,14,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,1,4,f18 f1 f2 f1 f3 b1 f2 f1 f1 f3 s3 b1 f3 z,7,#,f18
18752,294046,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,2,0,0,0,0,0-15,1 (2),1,0,,1,2,ND,4n,6f39b2f1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,4,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,1,6,f39 b2 f1,2,*,f39
18756,294050,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,6,0,0,0,0,40-30,1 (6),1,0,,1,2,ND,6f29f1f1f3n@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,0,6,f29 f1 f1 f3,2,@,f29
18757,294051,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,7,0,0,0,0,40-40,1 (7),1,0,,1,2,ND,6n,4f28b2b1f3b2b2f3b3b1*,Challenge by ND - unsuccessful (two challenges remaining),0,0.0,0,1.0,False,False,True,0,0,False,2,0,10,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,1,4,f28 b2 b1 f3 b2 b2 f3 b3 b1,5,*,f28
18759,294053,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,9,0,0,0,0,40-40,1 (9),1,0,,1,2,ND,4r18f1f2b2d#,,,0,,1,,False,False,False,1,0,False,2,0,4,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,0,4,r18 f1 f2 b2,2,#,r18
18761,294055,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,11,0,0,0,0,40-40,1 (11),1,0,,1,2,ND,4r37s3b2f1f2b2f1f;1f1*,,The net-cord set the ball up for a fairly easy put-away,0,,1,,False,False,True,0,0,False,2,0,10,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,0,4,r37 s3 b2 f1 f2 b2 f1 f1 f1,5,*,r37
18763,294057,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,13,0,0,0,0,40-40,1 (13),1,0,,1,2,ND,4n,5b18f1f1f2f3b3b1r2f-1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,10,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,1,5,b18 f1 f1 f2 f3 b3 b1 r2 f1,5,*,b18
18765,294059,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,15,0,0,0,0,40-40,1 (15),1,0,,1,2,ND,4n,5b38b1r1f+1f1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,6,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,1,5,b38 b1 r1 f1 f1,3,*,b38
18768,294062,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,18,0,0,0,0,AD-40,1 (18),1,0,,1,2,ND,6f27f;3s3s1n@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,0,6,f27 f3 s3 s1,2,@,f27
18770,294064,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,20,0,0,0,0,AD-40,1 (20),1,0,,1,2,ND,6n,4b38b2b2f3b1f1r1f3b3b2f2f3s3b3b2b2b1f1n#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,18,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,1,4,b38 b2 b2 f3 b1 f1 r1 f3 b3 b2 f2 f3 s3 b3 b2 b2 b1 f1,9,#,b38
18771,294065,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,21,0,0,0,0,40-40,1 (21),1,0,,1,2,ND,4f;18f!#,,,0,,1,,False,False,False,1,0,False,2,0,2,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,0,4,f18 f,1,#,f18
18783,294077,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,33,0,0,1,1,40-0,3 (4),1,0,,1,2,ND,4d,4b37b3b3b1w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,1,4,b37 b3 b3 b1,2,@,b37
18817,294111,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,67,0,0,3,3,30-15,7 (4),1,0,,1,2,ND,4b37b+2d@,,,0,,1,,False,False,False,0,1,False,2,0,2,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,0,4,b37 b2,1,@,b37
18818,294112,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,68,0,0,3,3,30-30,7 (5),1,0,,1,2,ND,4w,5b29f2b3b1l2b3n@,"DI's ""lob"" (l2) was a mis-hit forehand for which he quickly apologised after ND's error",0,0.0,0,1.0,False,False,False,0,1,False,2,0,6,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,1,5,b29 f2 b3 b1 l2 b3,3,@,b29
18819,294113,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,69,0,0,3,3,30-40,7 (6),1,0,,1,2,ND,4b29f3b3b2b2b3b2f3b3y1u1l1o3*,,,0,,1,,False,False,True,0,0,False,2,0,14,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,0,4,b29 f3 b3 b2 b2 b3 b2 f3 b3 y1 u1 l1 o3,7,*,b29
18860,294154,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,110,0,0,6,6,4-3,13 (8),1,1,8.0,1,2,ND,4n,5f38b2f1f1f3*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,6,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,1,5,f38 b2 f1 f1 f3,3,*,f38
18861,294155,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,111,0,0,6,6,4-4,13 (9),1,1,9.0,1,2,ND,4f39*,,,0,,1,,False,False,True,0,0,False,2,0,2,20170119,Australian Open,R64,Hard,Novak Djokovic,Denis Istomin,1,0,1,0,4,f39,1,*,f39
